NCT_id,intervention_type,name,_name,_idx,DHT_searched_text
NCT06224751,DIAGNOSTIC_TEST,"Near logMAR letter acuity;
 Near LogMAR word acuity;
 Red Green Stereoacuity;
 Auckland Optotype/Auckland Vanishing Optotypes;
 Vanishing Optotype Sloan Letters;
 Letter Contrast Sensitivity;
 Low Contrast Letter Acuity",no matches,0,"Near logMAR letter acuity;
 Near LogMAR word acuity;
 Red Green Stereoacuity;
 Auckland Optotype/Auckland Vanishing Optotypes;
 Vanishing Optotype Sloan Letters;
 Letter Contrast Sensitivity;
 Low Contrast Letter Acuity"
NCT06234475,BEHAVIORAL,"Mobile health support;
 Financial incentive;
 Combine intervention;
 Control group",no matches,0,"Mobile health support;
 Financial incentive;
 Combine intervention;
 Control group"
NCT06236256,"DEVICE;
 OTHER","MiniMed™ 780G Advanced Hybrid Closed Loop (AHCL) system;
 MDI/CSII",['minimed'],1,"MiniMed™ 780G Advanced Hybrid Closed Loop (AHCL) system;
 MDI/CSII"
NCT06257238,"DEVICE;
 BEHAVIORAL","Fully immersive Head-Mounted Display Virtual Reality;
 Traditional Physical Therapy Program",no matches,0,"Fully immersive Head-Mounted Display Virtual Reality;
 Traditional Physical Therapy Program"
NCT06279936,OTHER,"Neuropsychological battery;
 Surveys and symptom severity questionnaires;
 Blood withdrawal;
 Saliva swabs",no matches,0,"Neuropsychological battery;
 Surveys and symptom severity questionnaires;
 Blood withdrawal;
 Saliva swabs"
NCT06286904,DEVICE,Skiin Garment system,no matches,0,Skiin Garment system
NCT06293508,BEHAVIORAL,"Standard Health Communication Intervention;
 Behavioural Change Health Communication Intervention",no matches,0,"Standard Health Communication Intervention;
 Behavioural Change Health Communication Intervention"
NCT06296693,DEVICE,Pocket-size lung ultrasound for etiological definition of pneumonia and surveillance of complications in children hospitalized,no matches,0,Pocket-size lung ultrasound for etiological definition of pneumonia and surveillance of complications in children hospitalized
NCT06312800,DRUG,"Acamprosate;
 Placebo;
 Methazolamide",no matches,0,"Acamprosate;
 Placebo;
 Methazolamide"
NCT06327581,DRUG,"Lactic Acid;
 vit D;
 Triamcinolone Acetonide;
 Saline",no matches,0,"Lactic Acid;
 vit D;
 Triamcinolone Acetonide;
 Saline"
NCT06335381,"OTHER;
 BEHAVIORAL","Northwell Pregnancy & Peds Chats;
 Prenatal Telehealth Visits;
 Postpartum Telehealth Visits;
 Home Blood Pressure Monitor;
 Fitbit",['fitbit'],1,"Northwell Pregnancy & Peds Chats;
 Prenatal Telehealth Visits;
 Postpartum Telehealth Visits;
 Home Blood Pressure Monitor;
 Fitbit"
NCT06340672,OTHER,"Augmented Reality Enhanced Preoperative Counseling;
 Standard preoperative counseling",no matches,0,"Augmented Reality Enhanced Preoperative Counseling;
 Standard preoperative counseling"
NCT06344988,"OTHER;
 DEVICE","The exercise program;
 Online education presentation;
 Smart band",no matches,0,"The exercise program;
 Online education presentation;
 Smart band"
NCT06354855,OTHER,"Group is doing breathing exercises while watching videos;
 Medium pace walking group",no matches,0,"Group is doing breathing exercises while watching videos;
 Medium pace walking group"
NCT06397651,BEHAVIORAL,"Complement Theory's Live 1:1 Exercise Coaching and Personalized Digital Application;
 Digital application with expert guidelines on lifestyle modification",no matches,0,"Complement Theory's Live 1:1 Exercise Coaching and Personalized Digital Application;
 Digital application with expert guidelines on lifestyle modification"
NCT06405451,OTHER,"Conventional treatment;
 Experimental treatment",no matches,0,"Conventional treatment;
 Experimental treatment"
NCT06409260,OTHER,"Acceleromyography (AMG);
 Electromyography (EMG)",no matches,0,"Acceleromyography (AMG);
 Electromyography (EMG)"
NCT06410209,OTHER,"Goal Setting;
 Interview;
 Media Intervention;
 Medical Device Usage and Evaluation;
 Questionnaire Administration;
 Reward;
 Text Message-Based Navigation Intervention",no matches,0,"Goal Setting;
 Interview;
 Media Intervention;
 Medical Device Usage and Evaluation;
 Questionnaire Administration;
 Reward;
 Text Message-Based Navigation Intervention"
NCT06413940,BEHAVIORAL,"Myofunctional Therapy;
 Inspiratory Muscle Training;
 Aerobic Exercise",no matches,0,"Myofunctional Therapy;
 Inspiratory Muscle Training;
 Aerobic Exercise"
NCT06415656,DEVICE,"TempTraq;
 VitalTraq",['temptraq'],1,"TempTraq;
 VitalTraq"
NCT06416150,BEHAVIORAL,"Stage 1 SOC;
 Stage 1 HERS;
 Stage 2 HERS;
 Stage 2 HERS+HC;
 Stage 3 SOC;
 Stage 3 HERS;
 Stage 3 HERS+HC;
 Stage 4 HERS;
 Stage 4 HERS+HC",no matches,0,"Stage 1 SOC;
 Stage 1 HERS;
 Stage 2 HERS;
 Stage 2 HERS+HC;
 Stage 3 SOC;
 Stage 3 HERS;
 Stage 3 HERS+HC;
 Stage 4 HERS;
 Stage 4 HERS+HC"
NCT06421402,"OTHER;
 DIAGNOSTIC_TEST;
 DEVICE","Air quality monitoring at patient's home;
 Questionnaires: Baseline & every six months;
 Lung function Testing: Baseline & every six months & during exacerbations;
 EMR & registry data;
 Communication channel - Health Circuit Mobile App (Herranz C. JMIR 2023);
 Physiological data - Beat One Watch;
 Patient Empowerment;
 Characteristics of exacerbations",['mobile app'],1,"Air quality monitoring at patient's home;
 Questionnaires: Baseline & every six months;
 Lung function Testing: Baseline & every six months & during exacerbations;
 EMR & registry data;
 Communication channel - Health Circuit Mobile App (Herranz C. JMIR 2023);
 Physiological data - Beat One Watch;
 Patient Empowerment;
 Characteristics of exacerbations"
NCT06456372,BEHAVIORAL,Digital Health Intervention Group,no matches,0,Digital Health Intervention Group
NCT06476275,BIOLOGICAL,"Influenza A/Texas/71/2017 (H3N2);
 Sham placebo",no matches,0,"Influenza A/Texas/71/2017 (H3N2);
 Sham placebo"
NCT06492772,OTHER,experimental group,no matches,0,experimental group
NCT06512064,DIAGNOSTIC_TEST,AWARE,no matches,0,AWARE
NCT06519864,DIAGNOSTIC_TEST,"Azure Kinect-based Tandem Stance Test (ATST) and Physical Therapist's Measurements of Tandem Stance Test (PTST);
 Azure Kinect-based Five Times Sit-to-Stand Test (AFTSS) and Physical Therapist's Measurements of Five Times Sit-to-Stand Test (PFTSS);
 Azure Kinect-based Timed Up and Go Test (ATUG) and Physical Therapist's Measurements of Timed Up and Go Test (PTUG);
 Short Physical Performance Battery (SPPB);
 Berg Balance Scale (BBS);
 Functional Reach Test (FRT);
 Four-Square Step Test (FSST);
 Grip Strength (GS)",['kinect'],1,"Azure Kinect-based Tandem Stance Test (ATST) and Physical Therapist's Measurements of Tandem Stance Test (PTST);
 Azure Kinect-based Five Times Sit-to-Stand Test (AFTSS) and Physical Therapist's Measurements of Five Times Sit-to-Stand Test (PFTSS);
 Azure Kinect-based Timed Up and Go Test (ATUG) and Physical Therapist's Measurements of Timed Up and Go Test (PTUG);
 Short Physical Performance Battery (SPPB);
 Berg Balance Scale (BBS);
 Functional Reach Test (FRT);
 Four-Square Step Test (FSST);
 Grip Strength (GS)"
NCT06523270,RADIATION,"Computed Tomography (CT) using Photon Counting CT scanner (Neaotom Alpha, Siemens) and Magnetic Resonance (MRI)",no matches,0,"Computed Tomography (CT) using Photon Counting CT scanner (Neaotom Alpha, Siemens) and Magnetic Resonance (MRI)"
NCT06530446,OTHER,one group. observational study,no matches,0,one group. observational study
NCT06532526,OTHER,"Predicta® Bioactive Desensitizer (PBD, PARKELL, EDGEWOOD, NY, USA);
 Gel with 1.23% sodium fluoride (EAZIGEL, VERICOM CO., LTD. SOUTH KOREA);
 Placebo gel without any active ingredients.",no matches,0,"Predicta® Bioactive Desensitizer (PBD, PARKELL, EDGEWOOD, NY, USA);
 Gel with 1.23% sodium fluoride (EAZIGEL, VERICOM CO., LTD. SOUTH KOREA);
 Placebo gel without any active ingredients."
NCT06533137,OTHER,"Neutral ginger-flavored drink described as energizing, hypoglycemic, caffeine-based drink;
 Neutral ginger-flavored drink",no matches,0,"Neutral ginger-flavored drink described as energizing, hypoglycemic, caffeine-based drink;
 Neutral ginger-flavored drink"
NCT06538363,BEHAVIORAL,"Education;
 Generic Education",no matches,0,"Education;
 Generic Education"
NCT06541938,"DIETARY_SUPPLEMENT;
 DEVICE","low FODMAP diet;
 Lactose Sachet;
 Fructose Sachet;
 Sorbitol Sachet;
 Inulin Sachet;
 AIRE-2 Portable breath analyzer",no matches,0,"low FODMAP diet;
 Lactose Sachet;
 Fructose Sachet;
 Sorbitol Sachet;
 Inulin Sachet;
 AIRE-2 Portable breath analyzer"
NCT06543953,DEVICE,HearCare MED-EL App,no matches,0,HearCare MED-EL App
NCT06545890,DRUG,"Ketamine;
 Dexmedetomidine",no matches,0,"Ketamine;
 Dexmedetomidine"
NCT06552962,"DEVICE;
 BEHAVIORAL","Whole body vibration;
 lumbar stabilization exercises",no matches,0,"Whole body vibration;
 lumbar stabilization exercises"
NCT06558539,"DEVICE;
 COMBINATION_PRODUCT;
 DRUG","Transcutaneous Tibial Nerve Stimulation(TTNS);
 Combination Therapy;
 Standard Medication Therapy",no matches,0,"Transcutaneous Tibial Nerve Stimulation(TTNS);
 Combination Therapy;
 Standard Medication Therapy"
NCT06565780,DEVICE,Device under test evaluation against references,no matches,0,Device under test evaluation against references
NCT06566833,DRUG,"self assmbling peptide p11-4 combined with 0.05% fluoride;
 Casein phosphopeptide amorphous calcium phosphate;
 5% sodium fluoride varnish",no matches,0,"self assmbling peptide p11-4 combined with 0.05% fluoride;
 Casein phosphopeptide amorphous calcium phosphate;
 5% sodium fluoride varnish"
NCT06568016,"OTHER;
 BEHAVIORAL","Best Practice;
 Communication Intervention;
 Coordination;
 Educational Intervention;
 Electronic Health Record Review;
 Informational Intervention;
 Interview;
 Patient Navigation;
 Referral;
 Text Message-Based Navigation Intervention",no matches,0,"Best Practice;
 Communication Intervention;
 Coordination;
 Educational Intervention;
 Electronic Health Record Review;
 Informational Intervention;
 Interview;
 Patient Navigation;
 Referral;
 Text Message-Based Navigation Intervention"
NCT06570759,PROCEDURE,"Early intervention for OMI;
 Standard early intervention for STEMI;
 Standard delayed intervention for NSTEMI",no matches,0,"Early intervention for OMI;
 Standard early intervention for STEMI;
 Standard delayed intervention for NSTEMI"
NCT06573801,DEVICE,"Aktiia Bracelet;
 Healthstats BPro Evo;
 Spacelabs OnTrak Ambulatory Blood Pressure monitor",['aktiia'],1,"Aktiia Bracelet;
 Healthstats BPro Evo;
 Spacelabs OnTrak Ambulatory Blood Pressure monitor"
NCT06583421,BEHAVIORAL,4-week MVPA intervention,no matches,0,4-week MVPA intervention
NCT06595459,DRUG,"Nicotine Pouches;
 Mini Nicotine lozenges",no matches,0,"Nicotine Pouches;
 Mini Nicotine lozenges"
NCT06595615,DEVICE,cardiovascular implantable electronic devices,no matches,0,cardiovascular implantable electronic devices
NCT06596304,OTHER,"Low intensity-resistance training with lower limb blood flow restriction;
 High Intensity Resistance Training",no matches,0,"Low intensity-resistance training with lower limb blood flow restriction;
 High Intensity Resistance Training"
NCT06601218,DRUG,"Oral cannabis low THC;
 Placebo Comparator;
 Oral cannabis high THC;
 Oral cannabis THC/CBD",no matches,0,"Oral cannabis low THC;
 Placebo Comparator;
 Oral cannabis high THC;
 Oral cannabis THC/CBD"
NCT06616857,"BEHAVIORAL;
 OTHER","NUDGE;
 Education",no matches,0,"NUDGE;
 Education"
NCT06623669,BEHAVIORAL,"MORPH;
 Measurement Only",no matches,0,"MORPH;
 Measurement Only"
NCT06632158,BEHAVIORAL,"MindBoba;
 Mindshift CBT",no matches,0,"MindBoba;
 Mindshift CBT"
NCT06644222,BEHAVIORAL,"AIRROSTI exercises;
 Thera band exercises",no matches,0,"AIRROSTI exercises;
 Thera band exercises"
NCT06648538,DEVICE,Phonix Care,no matches,0,Phonix Care
NCT06659627,"BEHAVIORAL;
 OTHER","Aerobic exercise therapy;
 Cognitive behavioural therapy;
 Usual care",no matches,0,"Aerobic exercise therapy;
 Cognitive behavioural therapy;
 Usual care"
NCT06675799,BEHAVIORAL,"Sleep Extension;
 Healthy Living Psychoeducation",no matches,0,"Sleep Extension;
 Healthy Living Psychoeducation"
NCT06682039,OTHER,"Internet-Based Intervention;
 Interview;
 Questionnaire Administration;
 Text Message-Based Navigation Intervention",no matches,0,"Internet-Based Intervention;
 Interview;
 Questionnaire Administration;
 Text Message-Based Navigation Intervention"
NCT06687148,OTHER,"Manual manipulation;
 Sham manipulation",no matches,0,"Manual manipulation;
 Sham manipulation"
NCT06714097,"DEVICE;
 OTHER","AI;
 healthy dialogue",no matches,0,"AI;
 healthy dialogue"
NCT06721182,DEVICE,REBOA,no matches,0,REBOA
NCT06729515,DEVICE,"PCA;
 CEA;
 RISS",no matches,0,"PCA;
 CEA;
 RISS"
NCT06742983,OTHER,"Isobutyl cyanoacrylate;
 Chlorhexidine (0.2%);
 Normal Saline (0.9% NaCl)",no matches,0,"Isobutyl cyanoacrylate;
 Chlorhexidine (0.2%);
 Normal Saline (0.9% NaCl)"
NCT06748157,DEVICE,"CardiaCare RR2;
 Sham Device",no matches,0,"CardiaCare RR2;
 Sham Device"
NCT06750978,BEHAVIORAL,"Self-reflection;
 Self-reflection + Alternative activity engagement;
 Self-reflection + Contingency management",no matches,0,"Self-reflection;
 Self-reflection + Alternative activity engagement;
 Self-reflection + Contingency management"
NCT06754176,BEHAVIORAL,Alcohol Consumption Randomized Instructions,no matches,0,Alcohol Consumption Randomized Instructions
NCT06757413,OTHER,"Enhanced Virtual reality;
 Active Comparator: Treatment as usual",no matches,0,"Enhanced Virtual reality;
 Active Comparator: Treatment as usual"
NCT06769516,"DEVICE;
 BEHAVIORAL","Auricular Vagus Nerve Stimulation (aVNS);
 Aerobic Exercise Therapy;
 Low FODMAP Diet Intervention",no matches,0,"Auricular Vagus Nerve Stimulation (aVNS);
 Aerobic Exercise Therapy;
 Low FODMAP Diet Intervention"
NCT06773169,OTHER,"IAMABLE web-based app;
 General health information",no matches,0,"IAMABLE web-based app;
 General health information"
NCT06780982,BEHAVIORAL,"Balloon-Blowing exercise program;
 Standard nursing care",no matches,0,"Balloon-Blowing exercise program;
 Standard nursing care"
NCT06784700,OTHER,"Massage;
 No intervention",no matches,0,"Massage;
 No intervention"
NCT06788886,"PROCEDURE;
 OTHER","Biospecimen Collection;
 Exercise Intervention;
 Magnetic Resonance Imaging;
 Questionnaire Administration;
 Respiratory Therapy",no matches,0,"Biospecimen Collection;
 Exercise Intervention;
 Magnetic Resonance Imaging;
 Questionnaire Administration;
 Respiratory Therapy"
NCT06806267,"DEVICE;
 BEHAVIORAL","Virtual reality exposure therapy;
 transcranial direct current stimulation;
 Imaginal exposure therapy",no matches,0,"Virtual reality exposure therapy;
 transcranial direct current stimulation;
 Imaginal exposure therapy"
NCT06817876,DEVICE,Care Buddy,no matches,0,Care Buddy
NCT06818240,DEVICE,"Active transcranial direct current stimulation;
 Sham transcranial direct current stimulation",no matches,0,"Active transcranial direct current stimulation;
 Sham transcranial direct current stimulation"
NCT06835686,"BEHAVIORAL;
 OTHER","Health Literacy and Culturally Tailored Materials;
 Community-Engaged Health Coaching and Navigation;
 Self-Monitoring and Remote Patient Monitoring of weight and physical activity;
 Community Asset Mapping (CAM);
 Primary Care Provider Training;
 Obesity Toolkit for Primary Care Providers",no matches,0,"Health Literacy and Culturally Tailored Materials;
 Community-Engaged Health Coaching and Navigation;
 Self-Monitoring and Remote Patient Monitoring of weight and physical activity;
 Community Asset Mapping (CAM);
 Primary Care Provider Training;
 Obesity Toolkit for Primary Care Providers"
NCT06850129,BEHAVIORAL,DIGITAL INTERVENTION,no matches,0,DIGITAL INTERVENTION
NCT06868680,"BEHAVIORAL;
 OTHER","Balance Program;
 Educational Reading Content",no matches,0,"Balance Program;
 Educational Reading Content"
NCT06870383,DRUG,"Erector spinae plane block;
 Combined Pecto-intercostal and recto-intercostal fascial plane block",no matches,0,"Erector spinae plane block;
 Combined Pecto-intercostal and recto-intercostal fascial plane block"
NCT06874413,"BEHAVIORAL;
 OTHER","Prehabilitation;
 Standard of Care (SOC)",no matches,0,"Prehabilitation;
 Standard of Care (SOC)"
NCT06876233,BEHAVIORAL,"Wellth App;
 Action Planning;
 Wellth + Cue",no matches,0,"Wellth App;
 Action Planning;
 Wellth + Cue"
NCT06878859,BEHAVIORAL,Amplification of Positivity - Cannabis Use (AMP-C),no matches,0,Amplification of Positivity - Cannabis Use (AMP-C)
NCT06886503,OTHER,"Inspiratory Warm-Up - 60% MIP;
 Inspiratory Warm-up - 40% MIP;
 Sham",no matches,0,"Inspiratory Warm-Up - 60% MIP;
 Inspiratory Warm-up - 40% MIP;
 Sham"
NCT06894264,BEHAVIORAL,Emotion regulation,no matches,0,Emotion regulation
NCT06906146,DEVICE,"CRET therapy;
 Sham CRET Therapy",no matches,0,"CRET therapy;
 Sham CRET Therapy"
NCT06919471,OTHER,"Fitbit;
 MySnackTracker App",['fitbit'],1,"Fitbit;
 MySnackTracker App"
NCT06920511,DEVICE,Cognitve rehabilitation with virtual reality and robotic arm,no matches,0,Cognitve rehabilitation with virtual reality and robotic arm
