id,label,icd_code,mesh_code
DOID:2977,primary hyperoxaluria,R82.992,D006959
DOID:2977,primary hyperoxaluria,R82.992,D006960
DOID:2978,carbohydrate metabolic disorder,,D002239
DOID:2981,kidney papillary necrosis,,D007681
DOID:2982,perinephritis,,D010501
DOID:2983,anuria,,D001002
DOID:2986,IgA glomerulonephritis,,D005922
DOID:2987,familial Mediterranean fever,M04.1,D010505
DOID:2988,antiphospholipid syndrome,D68.61,D016736
DOID:299,adenocarcinoma,,D000230
DOID:2994,germ cell cancer,,D009373
DOID:2997,Sertoli-Leydig cell tumor,,D018310
DOID:2998,testicular cancer,C62,D013736
DOID:2999,granulosa cell tumor,,D006106
DOID:3007,breast ductal carcinoma,,D044584
DOID:3008,invasive ductal carcinoma,,D018270
DOID:3012,Li-Fraumeni syndrome,,D016864
DOID:3016,breast malignant phyllodes tumor,,D003557
DOID:302,substance abuse,,D019966
DOID:3021,acute kidney failure,,D058186
DOID:3025,acinar cell carcinoma,,D018267
DOID:303,substance-related disorder,,D019966
DOID:3030,mucinous adenocarcinoma,,D002288
DOID:3042,allergic contact dermatitis,L23,D017449
DOID:3044,food allergy,,D005512
DOID:3047,Wissler-Fanconi syndrome,,D014924
DOID:3049,Churg-Strauss syndrome,M30.1,D015267
DOID:305,carcinoma,,D002277
DOID:305,carcinoma,,D009375
DOID:3052,Balkan nephropathy,N15.0,D001449
DOID:3055,paratyphoid fever,A01.1,D010284
DOID:3055,paratyphoid fever,A01.2,D010284
DOID:3055,paratyphoid fever,A01.3,D010284
DOID:3055,paratyphoid fever,A01.4,D010284
DOID:3068,glioblastoma,,D005909
DOID:3069,malignant astrocytoma,,D001254
DOID:3070,high grade glioma,,D005910
DOID:3071,gliosarcoma,,D018316
DOID:3074,giant cell glioblastoma,,D005909
DOID:3078,anaplastic astrocytoma,,D001254
DOID:308,early myoclonic encephalopathy,,D004831
DOID:3081,cystic lymphangioma,,D018191
DOID:3082,interstitial lung disease,J84.9,D017563
DOID:3083,chronic obstructive pulmonary disease,J44.9,D029424
DOID:3086,gingival overgrowth,K06.1,D019214
DOID:3087,gingivitis,K05.0,D005891
DOID:3087,gingivitis,K05.1,D005891
DOID:3087,gingivitis,K05.10,D005891
DOID:3093,nervous system cancer,,D009380
DOID:3095,germ cell and embryonal cancer,,D009373
DOID:3096,stenosis of lacrimal sac,H04.57,
DOID:3098,small cell sarcoma,,D018228
DOID:310,MERRF syndrome,E88.42,D017243
DOID:3103,thoracic outlet syndrome,G54.0,D013901
DOID:3107,toxascariasis,,D017227
DOID:3108,ascaridiasis,,D001198
DOID:3109,idiopathic CD4-positive T-lymphocytopenia,,D018344
DOID:3110,papillary cystadenocarcinoma,,D018283
DOID:3111,cystadenocarcinoma,,D003536
DOID:3112,papillary adenocarcinoma,,D000231
DOID:3113,papillary carcinoma,,D002291
DOID:3114,serous cystadenocarcinoma,,D018284
DOID:3118,hepatobiliary disease,,D004066
DOID:3119,gastrointestinal system cancer,C26.9,D004067
DOID:3119,gastrointestinal system cancer,C26.9,D005770
DOID:3121,gallbladder cancer,C23,D005706
DOID:3122,gastric outlet obstruction,,D017219
DOID:3125,multiple endocrine neoplasia,,D009377
DOID:3127,proctitis,K62.89,D011349
DOID:3128,anus disease,,D001004
DOID:3132,porphyria cutanea tarda,E80.1,D017119
DOID:3133,acute porphyria,,D017094
DOID:3134,facial dermatosis,,D005148
DOID:3136,scalp dermatosis,,D012536
DOID:3138,acanthosis nigricans,L83,D000052
DOID:314,tenosynovial giant cell tumor,,D000070779
DOID:3140,scleredema adultorum,,D012592
DOID:3141,mucinoses,,D017520
DOID:3142,leg dermatosis,,D007868
DOID:3144,cutis laxa,Q82.8,D003483
DOID:3145,hyperlipoproteinemia type III,,D006952
DOID:3146,lipid metabolism disorder,,D008052
DOID:3149,keratoacanthoma,,D007636
DOID:3153,lipomatosis,E88.2,D008068
DOID:3156,hypomelanosis of Ito,,D010859
DOID:3158,hand dermatosis,,D006229
DOID:3159,photosensitivity disease,,D010787
DOID:3165,skin benign neoplasm,,D012878
DOID:3168,squamous cell neoplasm,,D018307
DOID:3172,papillary adenoma,,D000236
DOID:3179,inverted papilloma,,D018308
DOID:318,progressive muscular atrophy,,D009134
DOID:3181,oligodendroglioma,,D009837
DOID:3183,childhood oligodendroglioma,,D009837
DOID:3186,adult oligodendroglioma,,D009837
DOID:319,spinal cord disease,G95.9,D013118
DOID:3191,nemaline myopathy,G71.21,D017696
DOID:3192,neurilemmoma,,D009442
DOID:3193,peripheral nerve sheath neoplasm,,D018317
DOID:320,vascular myelopathy,G95.1,
DOID:3204,schwannomatosis,Q85.03,C536641
DOID:3209,junctional epidermolysis bullosa,,D016109
DOID:321,tropical spastic paraparesis,G04.1,D015493
DOID:3210,Pelizaeus-Merzbacher disease,,D020371
DOID:3211,lysosomal storage disease,,D016464
DOID:3213,demyelinating disease,,D003711
DOID:3218,jejunal neoplasm,,D007580
DOID:322,myelitis,,D009187
DOID:3222,causalgia,,D002422
DOID:3223,complex regional pain syndrome,,D020918
DOID:3225,tracheal disease,S12.8,D014133
DOID:3227,tracheal stenosis,,D014135
DOID:3229,gastric dilatation,,D013271
DOID:3230,high pressure neurological syndrome,,D006610
DOID:3240,aspiration pneumonitis,J69.0,D011015
DOID:3241,lipid pneumonia,J69.1,D011017
DOID:3246,embryonal rhabdomyosarcoma,,D018233
DOID:3247,rhabdomyosarcoma,,D012208
DOID:3259,orbit rhabdomyosarcoma,,C537605
DOID:326,ischemia,,D007511
DOID:3261,hyper IgE recurrent infection syndrome 1,,D007589
DOID:3262,phagocyte bactericidal dysfunction,,D010585
DOID:3263,piebaldism,E70.39,D016116
DOID:3265,chronic granulomatous disease,D71,D006105
DOID:327,syringomyelia,,D013595
DOID:3275,thymoma,,D013945
DOID:3277,thymus cancer,C37,D013953
DOID:3284,thymic carcinoma,,D013945
DOID:3292,mpox,B04,D045908
DOID:3298,vaccinia,,D014615
DOID:3301,gonadoblastoma,,D018238
DOID:3302,chordoma,,D002817
DOID:3304,germinoma,,D018237
DOID:3305,teratocarcinoma,,D018243
DOID:3307,teratoma,,D013724
DOID:3308,embryonal carcinoma,,D018236
DOID:3309,neurodermatitis,,D009450
DOID:331,central nervous system disease,G96.9,D002493
DOID:3310,atopic dermatitis,L20,D003876
DOID:3312,bipolar disorder,F31,D001714
DOID:3314,angiomyolipoma,,D018207
DOID:3315,lipoma,D17,D008067
DOID:3315,lipoma,D17,D018205
DOID:3315,lipoma,D17.9,D008067
DOID:3315,lipoma,D17.9,D018205
DOID:332,amyotrophic lateral sclerosis,G12.21,D000690
DOID:3320,Tay-Sachs disease,E75.02,D013661
DOID:3321,GM2 gangliosidosis,E75.0,D020143
DOID:3322,GM1 gangliosidosis,E75.19,D016537
DOID:3323,Sandhoff disease,E75.01,D012497
DOID:3324,mood disorder,F39,D019964
DOID:3325,hyperglobulinemic purpura,,D011694
DOID:3326,purpura,D69.2,D011693
DOID:3327,partial motor epilepsy,,D020938
DOID:3328,temporal lobe epilepsy,,D004833
DOID:3329,benign epilepsy with centrotemporal spikes,,D019305
DOID:3330,partial sensory epilepsy,,D020937
DOID:3331,frontal lobe epilepsy,,D017034
DOID:3332,haemonchiasis,,D006188
DOID:334,histrionic personality disorder,F60.4,D006677
DOID:3341,osteitis fibrosa,,D010002
DOID:3342,bone inflammation disease,,D010000
DOID:3343,glycoproteinosis,,D009081
DOID:3345,xanthomatosis,,D014973
DOID:3347,osteosarcoma,,D012516
DOID:3347,osteosarcoma,,D018213
DOID:3355,fibrosarcoma,,D005354
DOID:3355,fibrosarcoma,,D018218
DOID:3362,coronary aneurysm,I25.41,D003323
DOID:3369,Ewing sarcoma,,C563168
DOID:3369,Ewing sarcoma,,D012512
DOID:3369,Ewing sarcoma,,D018241
DOID:3371,chondrosarcoma,,D002813
DOID:3373,parosteal osteosarcoma,,D018217
DOID:3382,liposarcoma,,D008080
DOID:3385,bacterial vaginosis,,D016585
DOID:3388,periodontal disease,K05.6,D010510
DOID:3389,Papillon-Lefevre disease,,D010214
DOID:339,accessory nerve disease,,D020436
DOID:3390,palmoplantar keratosis,L85.2,
DOID:3393,coronary artery disease,I20-I25,D003324
DOID:3393,coronary artery disease,I20-I25,D003327
DOID:3393,coronary artery disease,I20-I25,D017202
DOID:3393,coronary artery disease,I25,D003324
DOID:3393,coronary artery disease,I25,D003327
DOID:3393,coronary artery disease,I25,D017202
DOID:3393,coronary artery disease,I25.10,D003324
DOID:3393,coronary artery disease,I25.10,D003327
DOID:3393,coronary artery disease,I25.10,D017202
DOID:3401,inappropriate ADH syndrome,E22.2,D007177
DOID:3405,histiocytosis,,D015614
DOID:3407,carotid artery disease,,D002340
DOID:341,peripheral vascular disease,,D001157
DOID:3410,carotid artery thrombosis,,D002341
DOID:3413,alpha-mannosidosis,,D008363
DOID:3418,glossopharyngeal nerve disease,G52,
DOID:3419,optic nerve neoplasm,,D019574
DOID:3426,vestibular disease,H81.9,D015837
DOID:3429,inclusion body myositis,G72.41,D018979
DOID:3437,laryngitis,,D007827
DOID:345,uterine disease,N85.9,D014591
DOID:3450,cutaneous Paget's disease,,D010145
DOID:3454,brain infarction,,D020520
DOID:3456,cervix erosion,,D002579
DOID:3457,invasive lobular carcinoma,,D018275
DOID:3459,breast carcinoma,,D001943
DOID:3463,breast disease,N64.9,D001941
DOID:3478,iris cancer,,D015811
DOID:348,blepharochalasis,H02.3,
DOID:3480,uveal disease,,D014603
DOID:3481,septicemic plague,A20.7,D010930
DOID:3482,plague,A20,D010930
DOID:3486,necrobiosis lipoidica,,D009335
DOID:3488,cellulitis,L03.90,D002481
DOID:349,systemic mastocytosis,D47.02,D034721
DOID:3490,Noonan syndrome,Q87.19,D009634
DOID:3491,Turner syndrome,Q96,D014424
DOID:3492,mixed connective tissue disease,M35.1,D008947
DOID:3493,signet ring cell adenocarcinoma,,D018279
DOID:350,mastocytosis,D47.09,D008415
DOID:3507,dermatofibrosarcoma protuberans,,D018223
DOID:3512,neurofibrosarcoma,,D018319
DOID:3522,lateral medullary syndrome,G46.3,D014854
DOID:3523,brain stem infarction,,D020526
DOID:3525,middle cerebral artery infarction,,D020244
DOID:3526,cerebral infarction,I63,D002544
DOID:3527,cerebral arterial disease,,D002539
DOID:3528,anterior cerebral artery infarction,,D020243
DOID:3529,congenital myopathy 1A,G71.29,D020512
DOID:3530,chronic wasting disease,,D034081
DOID:3534,Lafora disease,,D020192
DOID:3535,Unverricht-Lundborg syndrome,,D020194
DOID:3540,choroid plexus cancer,,D016545
DOID:3541,cerebral ventricle cancer,C71.5,D002551
DOID:355,mast-cell sarcoma,C96.22,D012515
DOID:3557,superior mesenteric artery syndrome,,D013478
DOID:3558,duodenal obstruction,K31.5,D004380
DOID:3559,pseudomyxoma peritonei,,D011553
DOID:3565,meningioma,D32.9,D008579
DOID:3571,liver cancer,C22.0,D008113
DOID:3571,liver cancer,C22.9,D008113
DOID:3572,intracranial sinus thrombosis,,D012851
DOID:3574,lateral sinus thrombosis,,D020227
DOID:3575,cavernous sinus thrombosis,,D020226
DOID:3576,sagittal sinus thrombosis,,D020225
DOID:3577,Sertoli cell tumor,,D012707
DOID:3587,pancreatic ductal carcinoma,C25.3,D021441
DOID:3590,gestational trophoblastic neoplasm,O01,D006828
DOID:3590,gestational trophoblastic neoplasm,O01,D031901
DOID:3594,choriocarcinoma,C58,D002822
DOID:3596,placental site trophoblastic tumor,,D018245
DOID:3602,toxic encephalopathy,,D020258
DOID:3603,mucinous cystadenocarcinoma,,D018282
DOID:361,cervix endometriosis,N80.0,
DOID:3611,acute retinal necrosis syndrome,,D015882
DOID:3612,retinitis,H30.9,D012173
DOID:3613,Canavan disease,,D017825
DOID:3614,Kallmann syndrome,E23.0,D017436
DOID:3616,angiolipoma,,D018206
DOID:3618,epidural spinal canal neoplasm,,D015174
DOID:3620,central nervous system cancer,C72.9,D016543
DOID:3627,aortic aneurysm,I71.1,D001014
DOID:3627,aortic aneurysm,I71.1,D001019
DOID:3627,aortic aneurysm,I71.3,D001014
DOID:3627,aortic aneurysm,I71.3,D001019
DOID:3627,aortic aneurysm,I71.5,D001014
DOID:3627,aortic aneurysm,I71.5,D001019
DOID:3627,aortic aneurysm,I71.8,D001014
DOID:3627,aortic aneurysm,I71.8,D001019
DOID:3627,aortic aneurysm,I71.9,D001014
DOID:3627,aortic aneurysm,I71.9,D001019
DOID:363,uterine cancer,C55,D014594
DOID:3633,beta-mannosidosis,,D044905
DOID:3635,congenital myasthenic syndrome,,D020294
DOID:3642,empty sella syndrome,,D004652
DOID:3644,hypothalamic neoplasm,,D007029
DOID:3649,pyruvate decarboxylase deficiency,E74.4,D015325
DOID:365,bladder disease,N32.9,D001745
DOID:3650,lactic acidosis,E87.20,D000140
DOID:3651,pyruvate carboxylase deficiency disease,E74.4,D015324
DOID:3652,Leigh disease,G31.82,D007888
DOID:3659,sialuria,,D029461
DOID:3660,wheat allergy,,D021182
DOID:3663,cutaneous mastocytosis,D47.01,D034701
DOID:3664,mast cell neoplasm,D47.09,
DOID:3665,diffuse cutaneous mastocytosis,D47.01,D034701
DOID:3666,solitary mastocytoma of the skin,D47.01,D054705
DOID:3669,intermittent claudication,I73.9,D007383
DOID:367,olfactory nerve disease,G52.0,D020431
DOID:3671,pericoronitis,,D010497
DOID:3672,rhabdoid cancer,,D018335
DOID:3677,pulmonary plasma cell granuloma,,D016726
DOID:3683,lung benign neoplasm,,D008175
DOID:3687,MELAS syndrome,E88.41,D017241
DOID:3689,brachial plexus neuritis,G54.5,D020968
DOID:369,olfactory neuroblastoma,,D018304
DOID:3690,brachial plexus neuropathy,G54.0,D020516
DOID:37,skin disease,,D012871
DOID:37,skin disease,,D012873
DOID:370,malignant olfactory nerve neoplasm,C72.2,
DOID:3720,extramedullary plasmacytoma,C90.2,
DOID:3721,plasmacytoma,C90.3,D010954
DOID:3733,theileriasis,,D013801
DOID:3737,verrucous carcinoma,,D018289
DOID:374,nutrition disease,,D009748
DOID:3748,esophagus squamous cell carcinoma,,D000077277
DOID:3753,Hermansky-Pudlak syndrome,E70.331,D022861
DOID:3755,antithrombin III deficiency,D68.59,D020152
DOID:3756,protein C deficiency,D68.59,D020151
DOID:3762,cytochrome-c oxidase deficiency disease,,D030401
DOID:3763,hermaphroditism,,D012734
DOID:3764,Denys-Drash syndrome,,D030321
DOID:3765,pseudohermaphroditism,Q56,D012734
DOID:3765,pseudohermaphroditism,Q56.3,D012734
DOID:3766,leukorrhea,N89.8,D007973
DOID:3767,vaginal discharge,,D019522
DOID:3770,pulmonary fibrosis,,D011658
DOID:3772,intraventricular meningioma,,D008579
DOID:3777,granuloma annulare,L92.0,D016460
DOID:3781,anovulation,,D000858
DOID:3783,Coffin-Lowry syndrome,,D038921
DOID:379,external ear disease,H61.9,
DOID:3798,pleural empyema,J86,D016724
DOID:3803,Crigler-Najjar syndrome,,D003414
DOID:3805,porokeratosis,L56.5,D017499
DOID:381,arthropathy,M00-M02,D007592
DOID:381,arthropathy,M12.9,D007592
DOID:3817,cranial nerve palsy,,D003389
DOID:3818,photoallergic dermatitis,,D017454
DOID:3819,toxicodendron dermatitis,,D011040
DOID:3821,posterior cerebral artery infarction,,D020762
DOID:3825,Shwartzman phenomenon,,D012790
DOID:3827,congenital diaphragmatic hernia,K44,D006548
DOID:3828,chromophobe adenoma,,D000238
DOID:3829,pituitary adenoma,,D010911
DOID:384,Wolff-Parkinson-White syndrome,I45.6,D014927
DOID:3840,craniopharyngioma,,D003397
DOID:3842,skull base cancer,,D019292
DOID:3846,adamantinous craniopharyngioma,,D003397
DOID:3847,papillary craniopharyngioma,,D003397
DOID:3852,Peutz-Jeghers syndrome,Q85.89,D010580
DOID:3856,male reproductive organ cancer,C63.9,D005834
DOID:3861,medullomyoblastoma,,D008527
DOID:3864,adult medulloblastoma,,D008527
DOID:3868,melanotic medulloblastoma,,D008527
DOID:3869,childhood medulloblastoma,,D008527
DOID:3875,thrombophlebitis,I80.0,D013924
DOID:3876,colonic pseudo-obstruction,,D003112
DOID:3877,functional colonic disease,,D003109
DOID:3883,Lynch syndrome,,D003123
DOID:3890,acute intermittent porphyria,,D017118
DOID:3891,placental insufficiency,,D010927
DOID:3892,insulinoma,,D007340
DOID:3892,insulinoma,,D007516
DOID:3893,hidrocystoma,,D018251
DOID:3896,hidradenoma,,D006607
DOID:3901,vulvitis,N76.2,D014847
DOID:3904,bronchus carcinoma,,D002283
DOID:3906,bronchial benign neoplasm,,D001984
DOID:3908,lung non-small cell carcinoma,,D002289
DOID:3910,lung adenocarcinoma,,D000077192
DOID:3911,progeria,E34.8,D011371
DOID:3924,main bronchus cancer,C34.0,
DOID:3927,pelvic lipomatosis,,C535549
DOID:3928,adiposis dolorosa,E88.2,D000274
DOID:3933,anterior compartment syndrome,M76.81,D000868
DOID:3946,pituitary-dependent Cushing's disease,E24.0,D047748
DOID:3947,adrenal gland hyperfunction,,D000308
DOID:3948,adrenocortical carcinoma,,D018268
DOID:3951,acute myocarditis,I40,
DOID:3952,adrenal cortex disease,,D000303
DOID:3953,adrenal gland cancer,C74,D000310
DOID:396,Loeffler endocarditis,I42.3,
DOID:3962,follicular thyroid carcinoma,,D018263
DOID:3963,thyroid gland carcinoma,,D013964
DOID:3969,papillary thyroid carcinoma,,D000077273
DOID:397,restrictive cardiomyopathy,I42.5,D002313
DOID:3973,medullary thyroid carcinoma,,C536914
DOID:3981,pantothenate kinase-associated neurodegeneration,G23.0,D006211
DOID:3982,Meige syndrome,,D008538
DOID:3983,oesophagostomiasis,,D009814
DOID:3985,ostertagiasis,,D010029
DOID:399,tuberculosis,,D014375
DOID:3996,urinary system cancer,C68.9,
DOID:4,disease,,D004194
DOID:401,multidrug-resistant tuberculosis,,D018088
DOID:4015,sarcomatoid carcinoma,,D002277
DOID:402,oral tuberculosis,,D014393
DOID:4022,ureterocele,,D014518
DOID:4023,linitis plastica,,D008039
DOID:4024,scirrhous adenocarcinoma,,D002293
DOID:4028,angioma serpiginosum,L81.7,
DOID:4029,gastritis,K29.7,D005756
DOID:403,mouth disease,,D009059
DOID:4038,granulomatous gastritis,K29.6,
DOID:404,gastrointestinal tuberculosis,,D014385
DOID:4045,muscle cancer,C49,D009217
DOID:4045,muscle cancer,C49,D019042
DOID:4051,alveolar rhabdomyosarcoma,,D018232
DOID:407,hepatic tuberculosis,,D014386
DOID:4071,duodenogastric reflux,,D004383
DOID:4072,duodenum disease,,D004378
DOID:4078,tricuspid valve stenosis,,D014264
DOID:4079,heart valve disease,,D006349
DOID:4079,heart valve disease,,D016127
DOID:4080,tricuspid valve insufficiency,,D014262
DOID:4085,trophoblastic neoplasm,,D014328
DOID:409,liver disease,K76.9,D008107
DOID:4090,agnosia,R48.1,D000377
DOID:4109,tick infestation,,D013984
DOID:4110,parasitic ectoparasitic infectious disease,,D004478
DOID:4123,nail disease,L60,D009260
DOID:4131,erythrasma,L08.1,D004894
DOID:4136,myxosarcoma,,D009236
DOID:4137,common bile duct disease,,D003137
DOID:4138,bile duct disease,,D001649
DOID:4140,biliary dyskinesia,,D001657
DOID:4141,intraorbital meningioma,,D008579
DOID:4143,orbital cancer,C69.6,D009918
DOID:4154,dentinogenesis imperfecta,K00.5,D003811
DOID:4157,secondary syphilis,,C536773
DOID:4159,skin cancer,,D012878
DOID:4163,ganglioneuroblastoma,,D018305
DOID:4166,syphilis,A51.0,D002601
DOID:4175,Rh isoimmunization,,D012203
DOID:4176,blood group incompatibility,,D001787
DOID:418,systemic scleroderma,M34.0,D012595
DOID:4183,pseudopseudohypoparathyroidism,,D011556
DOID:4184,pseudohypoparathyroidism,E20.1,D011547
DOID:4186,articulation disorder,,D001184
DOID:4188,echolalia,,D004454
DOID:4189,mutism,,D009155
DOID:419,scleroderma,,D012594
DOID:4193,intracranial thrombosis,,D020767
DOID:4194,glucose metabolism disease,,D044882
DOID:4195,hyperglycemia,R73.9,D006943
DOID:4196,femoral neuropathy,G57.2,D020428
DOID:420,hypertrichosis,L68,D006983
DOID:4201,peroneal neuropathy,,D020427
DOID:4203,brain stem cancer,C71.7,D020295
DOID:4205,cerebellum cancer,C71.6,D002528
DOID:421,hair disease,,D006201
DOID:4210,clear cell meningioma,,D008579
DOID:4211,posterior fossa meningioma,,D008579
DOID:4217,malignant ovarian Brenner tumor,,D001948
DOID:422,congenital structural myopathy,,D020914
DOID:4223,pyoderma,L08.0,D011711
DOID:4226,endometrial stromal sarcoma,,D018203
DOID:423,myopathy,G72.9,D009135
DOID:4231,histiocytoma,,D051642
DOID:4233,clear cell sarcoma,,D018227
DOID:4235,spindle cell sarcoma,,D012509
DOID:4236,carcinosarcoma,,D002296
DOID:4236,carcinosarcoma,,D018199
DOID:4236,carcinosarcoma,,D018200
DOID:4239,alveolar soft part sarcoma,,D018234
DOID:424,pulmonary immaturity,P28.0,
DOID:4247,coronary restenosis,,D023903
DOID:4248,coronary stenosis,,D023921
DOID:4249,Gerstmann-Straussler-Scheinker syndrome,A81.82,D016098
DOID:4250,conjunctivochalasis,H11.82,
DOID:4251,conjunctival disease,H11.9,D003229
DOID:4252,Alexander disease,,D038261
DOID:4253,melorheostosis,,D008557
DOID:4254,osteosclerosis,Q78.2,D010026
DOID:4257,Caffey disease,M89.8,D006958
DOID:4258,Weissenbacher-Zweymuller syndrome,Q87.0,D010855
DOID:4260,gait apraxia,,D020235
DOID:4265,angiomyoma,,D018229
DOID:4267,akinetic mutism,,D000405
DOID:4270,encephalitozoonosis,,D016890
DOID:4271,microsporidiosis,B60.8,D016881
DOID:4283,anal margin basal cell carcinoma,C44.510,
DOID:429,gynatresia,,D006175
DOID:4297,scimitar syndrome,Q26.8,D012587
DOID:4305,bone giant cell tumor,,D018212
DOID:4306,radiculopathy,M54.1,D011843
DOID:4307,polyradiculopathy,,D011128
DOID:4308,polyradiculoneuropathy,,D011129
DOID:431,myofascial pain syndrome,,D009209
DOID:4310,smooth muscle tumor,,D018235
DOID:4313,epidermolysis bullosa acquisita,L12.3,D016107
DOID:4320,non-gestational choriocarcinoma,,D031954
DOID:4322,pilar sheath acanthoma,,D049309
DOID:4325,Ebola hemorrhagic fever,A98.4,D019142
DOID:4327,Marburg hemorrhagic fever,A98.3,D008379
DOID:4329,Erdheim-Chester disease,,D031249
DOID:4330,non-Langerhans-cell histiocytosis,,D015616
DOID:4331,burning mouth syndrome,,D002054
DOID:4333,parovarian cyst,Q50.5,D010310
DOID:4336,tinea favosa,B35,D014007
DOID:4346,variegate porphyria,,D046350
DOID:4347,lymphocele,,D008210
DOID:4352,ciliary body cancer,C69.4,
DOID:4359,amelanotic melanoma,,D018328
DOID:436,posterior mediastinum cancer,C38.2,
DOID:4362,cervical cancer,C53,D002583
DOID:4367,apparent mineralocorticoid excess syndrome,,D043204
DOID:437,myasthenia gravis,G70.0,D009157
DOID:437,myasthenia gravis,G70.00,D009157
DOID:4370,stomach diverticulosis,,D045724
DOID:4371,Schnitzler syndrome,,D019873
DOID:4372,intracranial embolism,I66,D020766
DOID:4374,Silo filler's disease,,D012832
DOID:4376,milk allergy,,D016269
DOID:4377,egg allergy,,D021181
DOID:4378,peanut allergy,,D021183
DOID:4379,nut allergy,,D021184
DOID:438,autoimmune disease of the nervous system,,D020274
DOID:4386,myofibroma,,D047708
DOID:439,neuromuscular junction disease,,D020511
DOID:4394,reticulohistiocytic granuloma,,D015616
DOID:4398,pustulosis of palm and sole,L40.3,D011565
DOID:440,neuromuscular disease,G70.9,D009468
DOID:4400,dermatosis papulosa nigra,L82,C562379
DOID:4404,occupational dermatitis,,D009783
DOID:4407,phototoxic dermatitis,,D017484
DOID:4409,folliculitis,,D005499
DOID:4411,hepatitis E,,D016751
DOID:4415,fibrous histiocytoma,,D018219
DOID:4418,cutaneous fibrous histiocytoma,,D018219
DOID:4423,sea-blue histiocytosis,,D012618
DOID:4424,juvenile xanthogranuloma,,D014972
DOID:4428,dyslexia,F81.0,D004410
DOID:4430,somatostatinoma,,D013005
DOID:4440,seminoma,,D018239
DOID:4441,dysgerminoma,,D004407
DOID:4447,cystoid macular edema,,D008269
DOID:4448,macular degeneration,,D008268
DOID:4449,macular retinal edema,,D008269
DOID:445,Bartter disease,E26.81,D001477
DOID:4450,renal cell carcinoma,,D002292
DOID:446,primary hyperaldosteronism,E24,D003480
DOID:446,primary hyperaldosteronism,E24,D006929
DOID:446,primary hyperaldosteronism,E26,D003480
DOID:446,primary hyperaldosteronism,E26,D006929
DOID:4464,collecting duct carcinoma,,D002292
DOID:4465,papillary renal cell carcinoma,,C538614
DOID:4465,papillary renal cell carcinoma,,D002292
DOID:4467,clear cell renal cell carcinoma,,D002292
DOID:4468,clear cell adenocarcinoma,,D008649
DOID:4468,clear cell adenocarcinoma,,D018262
DOID:447,renal tubular transport disease,,D015499
DOID:4471,chromophobe renal cell carcinoma,,D002292
DOID:4473,sarcomatoid renal cell carcinoma,,D002292
DOID:4479,pseudohypoaldosteronism,,D011546
DOID:4480,achondroplasia,Q77.4,D000130
DOID:4483,rhinitis,,D012220
DOID:4491,persian gulf syndrome,,D018923
DOID:4492,avian influenza,J09.X,D005585
DOID:450,myotonic disease,G71.1,D020967
DOID:4501,orofaciodigital syndrome,Q87.0,D009958
DOID:4511,breast angiosarcoma,,C536368
DOID:452,pleomorphic adenoma,,D008949
DOID:4531,mucoepidermoid carcinoma,,D018277
DOID:4534,Hallermann-Streiff syndrome,,D006210
DOID:4535,hypotrichosis,,D007039
DOID:4540,dysgraphia,R48.8,D000381
DOID:4541,nominal aphasia,,D000849
DOID:4542,basophil adenoma,,D000237
DOID:4543,retrograde amnesia,R41.2,D000648
DOID:4545,mesenchymal chondrosarcoma,,D018211
DOID:4549,extraskeletal myxoid chondrosarcoma,,C563195
DOID:4550,anal gland neoplasm,,D000694
DOID:4551,anus benign neoplasm,,D001005
DOID:4552,large cell carcinoma,,D018287
DOID:4557,oral leukoedema,,D007967
DOID:4558,Ludwig's angina,,D008158
DOID:456,ascariasis,B77,D001196
DOID:4562,subacute bacterial endocarditis,,D004698
DOID:4586,familial meningioma,,C537443
DOID:4587,benign meningioma,,D008579
DOID:4588,secretory meningioma,,D008579
DOID:4594,microcystic meningioma,,D008579
DOID:4603,epidermolytic hyperkeratosis,Q80.3,D017488
DOID:4606,bile duct cancer,C24.0,D001650
DOID:4607,biliary tract cancer,C24.9,D001661
DOID:4608,common bile duct neoplasm,,D003138
DOID:461,muscle benign neoplasm,,D009379
DOID:461,muscle benign neoplasm,,D019042
DOID:4610,intestinal benign neoplasm,,D007414
DOID:4613,ulnar neuropathy,,D020424
DOID:4617,periapical granuloma,,D010484
DOID:4618,maxillary cancer,,D008441
DOID:4621,holoprosencephaly,Q04.2,D016142
DOID:4624,Ollier disease,Q78.4,D004687
DOID:4626,hydranencephaly,Q04.3,D006832
DOID:4627,ideomotor apraxia,,D020240
DOID:4644,epidermolysis bullosa simplex,Q81.0,D016110
DOID:4645,retinal cancer,C69.2,D019572
DOID:4648,familial retinoblastoma,,D012175
DOID:4658,benign mastocytoma,D47.09,
DOID:4659,extracutaneous mastocytoma,D47.09,D034801
DOID:4660,indolent systemic mastocytosis,D47.02,D034721
DOID:4661,multiple chemical sensitivity,,D018777
DOID:4662,thalamic disease,,D013786
DOID:4664,filamentary keratitis,H16.12,
DOID:4671,freemartinism,,D005611
DOID:4674,androgen insensitivity syndrome,E34.5,D013734
DOID:4676,uremia,N19,D014511
DOID:4677,keratitis,H16,D007634
DOID:468,intramuscular hemangioma,,D006391
DOID:4692,endophthalmitis,,D009877
DOID:4697,perineurioma,,D018317
DOID:47,prostate disease,N42.9,D011469
DOID:4702,mongolian spot,,D049328
DOID:4706,infratentorial cancer,C71.7,D015192
DOID:4723,intracranial hypotension,G96.81,D019585
